timestamp,table_a,table_b
3/23/2019 2:25:54,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 2:27:15,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 2:27:34,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 2:28:35,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 2:29:51,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 2:30:20,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 2:30:25,Table A is wider than Table B,Table B is deeper than Table A
3/23/2019 2:36:11,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 2:36:18,Table A is wider than Table B,Table B is taller than Table A
3/23/2019 2:37:30,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 2:39:02,Table A is shallower than Table B,Table B is longer than Table A
3/23/2019 2:40:51,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 2:41:08,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 2:42:17,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 2:42:40,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 2:42:54,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 2:43:40,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 2:43:53,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 2:44:22,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 2:47:22,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 2:47:29,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 2:48:28,Table A is shorter than Table B,Table B is taller than Table A
3/23/2019 2:51:06,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 2:52:45,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 2:53:59,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 2:54:15,Table A is wider than Table B,Table B is deeper than Table A
3/23/2019 2:55:11,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 2:57:45,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:00:14,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:01:47,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 3:01:49,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:02:10,Table A is wider than Table B,Table B is narrower than Table A
3/23/2019 3:02:52,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:03:11,Table A is shorter than Table B,Table B is deeper than Table A
3/23/2019 3:03:14,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:09:32,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:09:56,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:10:26,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:11:12,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:11:37,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:13:22,Table A is shorter than Table B,Table B is deeper than Table A
3/23/2019 3:14:18,Table A is wider than Table B,Table B is taller than Table A
3/23/2019 3:14:31,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:14:45,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:14:56,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:15:04,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 3:16:16,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:18:10,Table A is shallower than Table B,Table B is deeper than Table A
3/23/2019 3:18:17,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:22:57,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:23:28,cleaner,Table B is longer than Table A
3/23/2019 3:23:47,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:24:29,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 3:24:32,Table A is wider than Table B,Table B is taller than Table A
3/23/2019 3:25:23,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:25:57,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:29:05,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:30:16,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:39:09,Table A is wider than Table B,Table B is deeper than Table A
3/23/2019 3:39:41,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:40:26,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:42:17,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:42:48,Table A is shallower than Table B,Table B is deeper than Table A
3/23/2019 3:44:14,Table A is wider than Table B,Table B is deeper than Table A
3/23/2019 3:44:41,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:45:06,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:48:46,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:50:01,Table A is wider than Table B,Table B is taller than Table A
3/23/2019 3:51:17,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:51:22,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:52:34,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:54:25,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:54:48,Table A is shallower than Table B,Table B is deeper than Table A
3/23/2019 3:58:51,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:59:41,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 3:59:57,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 4:00:00,Table A is wider than Table B,Table B is narrower than Table A
3/23/2019 4:03:47,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 4:06:50,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 4:08:51,Table A is shorter than Table B,Table B is deeper than Table A
3/23/2019 4:09:32,Table A is shallower than Table B,Table B is taller than Table A
3/23/2019 4:10:10,Table A is shallower than Table B,Table B is deeper than Table A
3/23/2019 4:10:11,Table A is wider than Table B,Table B is narrower than Table A
3/23/2019 4:10:19,Table A is wider than Table B,Table B is taller than Table A
3/23/2019 4:13:03,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 4:15:28,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 4:23:11,Squatter,More slender
3/23/2019 4:23:58,Denser,Looser
3/23/2019 4:25:38,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 4:25:46,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 4:26:17,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 4:28:43,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 4:29:17,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 4:29:43,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 4:29:47,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 4:36:49,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 4:36:57,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 4:40:12,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 4:41:23,Table A is shallower than Table B,Table B is taller than Table A
3/23/2019 4:42:34,Table A is wider than Table B,Table B is taller than Table A
3/23/2019 4:45:18,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 4:46:13,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 4:46:18,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 4:47:35,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 4:48:28,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 4:50:58,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 4:51:45,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 4:53:38,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 4:55:20,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 4:55:47,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 4:57:42,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 4:58:07,Table A is shorter than Table B,Table B is taller than Table A
3/23/2019 5:03:10,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 5:04:10,Table A is wider than Table B,Table B is deeper than Table A
3/23/2019 5:05:33,Table A is wider than Table B,Table B is narrower than Table A
3/23/2019 5:06:35,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 5:10:24,"For this specific example, I would say shorter. But if there were more columns, I would say wider :-/",Table B is longer than Table A
3/23/2019 5:11:29,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 5:16:07,Table A is wider than Table B,Table B is taller than Table A
3/23/2019 5:19:57,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 5:22:41,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 5:24:14,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 5:26:40,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 5:27:04,Table A is wider than Table B,Table B is deeper than Table A
3/23/2019 5:28:15,Table A is wider than Table B,Table B is taller than Table A
3/23/2019 5:28:19,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 5:28:20,Table A is shorter than Table B,Table B is taller than Table A
3/23/2019 5:29:56,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 5:35:20,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 5:35:27,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 5:36:22,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 5:38:24,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 5:38:44,Table A is shallower than Table B,Table B is longer than Table A
3/23/2019 5:41:18,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 5:45:23,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 5:46:48,Table A is wider than Table B,Table B is taller than Table A
3/23/2019 5:48:25,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 5:53:10,Table A is wider than Table B,Table B is narrower than Table A
3/23/2019 5:54:30,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 5:54:46,Table A is wider than Table B,Table B is narrower than Table A
3/23/2019 6:01:21,Table A is wider than Table B,Table B is deeper than Table A
3/23/2019 6:02:16,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:02:39,Table A is wider than Table B,Table B is taller than Table A
3/23/2019 6:02:52,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:04:06,Table A is shallower than Table B,Table B is deeper than Table A
3/23/2019 6:05:58,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:07:07,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:07:37,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:11:42,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:12:00,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:13:57,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:14:26,Table A is wider than Table B,Table B is taller than Table A
3/23/2019 6:15:44,Table A is shorter than Table B,Table B is taller than Table A
3/23/2019 6:16:34,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:17:41,Table A is wider than Table B,Table B is narrower than Table A
3/23/2019 6:19:28,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:24:10,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:26:07,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:26:19,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:26:27,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:26:35,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:29:14,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:30:11,Table A is shorter than Table B,Table B is taller than Table A
3/23/2019 6:30:28,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:30:31,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:30:41,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:33:09,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:33:13,Table A is wider than Table B,Table B is narrower than Table A
3/23/2019 6:34:50,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:37:41,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:38:07,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:38:30,Table A is wider than Table B,Table B is deeper than Table A
3/23/2019 6:43:07,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:43:29,Pivoted,Unpivoted
3/23/2019 6:43:57,Table A is short-form of Table B.,Table B is the long-form of Table A.
3/23/2019 6:44:21,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:46:49,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:46:56,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:50:09,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 6:53:31,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:54:43,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:55:25,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 6:56:51,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 6:57:09,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 6:57:31,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 7:01:19,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:01:27,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 7:03:59,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 7:06:29,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 7:07:50,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:08:44,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:09:24,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:09:24,Denormslised,Normalised
3/23/2019 7:11:01,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:11:16,Table A is shorter and wider than Table B,Table B is longer and narrower than Table A
3/23/2019 7:11:30,Table A is shallower than Table B,Table B is deeper than Table A
3/23/2019 7:12:09,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:13:41,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:15:11,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:16:09,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:16:34,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:17:58,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:18:14,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:21:32,Table A is concise version table B,Table B is a detailed version of table A
3/23/2019 7:23:26,Table A is shallower than Table B,Table B is deeper than Table A
3/23/2019 7:24:51,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:27:58,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:28:04,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 7:29:03,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:29:15,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:30:03,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 7:33:16,Table A is shallower than Table B,Table B is deeper than Table A
3/23/2019 7:33:20,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:36:11,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:38:24,Table A is more aggregated than Table B,Table B is more fragmented or elemental than Table A
3/23/2019 7:38:32,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:38:46,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:38:49,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:38:58,Table A is wider than Table B,Table B is taller than Table A
3/23/2019 7:39:23,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:40:19,Table A is wider than Table B,Table B is taller than Table A
3/23/2019 7:40:59,Table A is wider than Table B,Table B is deeper than Table A
3/23/2019 7:42:24,Table A is wider than Table B,Table B is taller than Table A
3/23/2019 7:43:54,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:44:05,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 7:44:43,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:47:31,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:48:59,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:49:02,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:49:33,Table A is wider than Table B,Table B is narrower than Table A
3/23/2019 7:50:18,Table A is wider than Table B,Table B is narrower than Table A
3/23/2019 7:51:12,Table A is wider than Table B,Table B is narrower than Table A
3/23/2019 7:53:57,Horizontal,Vertical
3/23/2019 7:55:54,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 7:57:40,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 7:58:56,Table A is wider than Table B,Table B is taller than Table A
3/23/2019 8:00:58,Table A is wider than Table B,Table B is narrower than Table A
3/23/2019 8:01:29,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 8:02:08,Table A is wider than Table B,Table B is taller than Table A
3/23/2019 8:04:20,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 8:05:50,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 8:07:46,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 8:08:19,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 8:09:40,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 8:11:46,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 8:12:31,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 8:14:33,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 8:17:59,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 8:19:59,Table A is wider than Table B,Table B is narrower than Table A
3/23/2019 8:20:35,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 8:21:15,Table A is shallower than Table B,Table B is longer than Table A
3/23/2019 8:22:17,Table A is wider than Table B,Table B is taller than Table A
3/23/2019 8:23:29,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 8:24:27,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 8:25:04,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 8:26:11,Table A is shorter than Table B,Table B is deeper than Table A
3/23/2019 8:28:05,Table A is wider than Table B,Table B is narrower than Table A
3/23/2019 8:28:16,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 8:29:39,Table A is shorter than Table B,Table B is taller than Table A
3/23/2019 8:30:38,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 8:32:04,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 8:32:26,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 8:39:03,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 8:39:30,Table A is wider than Table B,Table B is taller than Table A
3/23/2019 8:40:39,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 8:42:22,Table A is shallower than Table B,Table B is deeper than Table A
3/23/2019 8:48:25,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 8:48:46,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 8:49:23,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 8:52:21,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 8:52:38,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 8:52:41,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 8:53:25,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 8:54:07,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 8:55:54,Table A is wider than Table B,Stacked
3/23/2019 8:56:52,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 8:57:44,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 8:58:02,Table A is wider than Table B,Table B is deeper than Table A
3/23/2019 8:58:38,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 8:59:57,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:00:28,Table A is more spread than Table B,Table B is narrower than Table A
3/23/2019 9:01:26,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:01:29,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:02:34,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:04:40,Table A is wider than Table B,Table B is narrower than Table A
3/23/2019 9:04:46,Table A is shorter than Table B,Table B is taller than Table A
3/23/2019 9:05:40,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:05:48,Table A is wider than Table B,Table B is taller than Table A
3/23/2019 9:07:52,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:08:38,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:09:27,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:10:11,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:11:20,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:12:37,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:14:09,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 9:14:52,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 9:15:02,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:15:04,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:16:29,Table A is wider than Table B,Table B is narrower than Table A
3/23/2019 9:19:43,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:20:33,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:21:03,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:21:25,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:21:29,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:21:34,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:23:07,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:24:03,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 9:25:15,Table A is shorter than Table B,Table B is narrower than Table A
3/23/2019 9:28:48,Table A is wider than Table B,Table B is narrower than Table A
3/23/2019 9:32:24,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:35:07,Table A is wider than Table B,Table B is narrower than Table A
3/23/2019 9:35:13,Table A is wider than Table B,Table B is narrower than Table A
3/23/2019 9:35:31,Table A is shorter than Table B,Table B is deeper than Table A
3/23/2019 9:37:17,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:39:58,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:40:19,Table A is wider than Table B,Table B is narrower than Table A
3/23/2019 9:42:55,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:44:24,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:45:14,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:49:07,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:51:03,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:51:13,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:52:27,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:52:47,Table A is wider than Table B,Table B is taller than Table A
3/23/2019 9:53:25,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:56:47,Table A is wider than Table B,Table B is taller than Table A
3/23/2019 9:58:31,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 9:59:32,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 10:00:58,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 10:01:48,Table A is wider than Table B,Table B is taller than Table A
3/23/2019 10:01:50,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 10:03:35,Table A is shorter than Table B,Table B is taller than Table A
3/23/2019 10:03:47,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 10:04:00,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 10:04:40,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 10:08:42,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 10:09:07,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 10:10:06,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 10:10:47,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 10:13:59,Table A is wider than Table B,Table B is narrower than Table A
3/23/2019 10:15:34,Table A is shallower than Table B,Table B is deeper than Table A
3/23/2019 10:15:40,More compact.,Table B is longer than Table A
3/23/2019 10:19:57,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 10:21:11,Table A is wider than Table B,Table B is taller than Table A
3/23/2019 10:22:32,Table A is wider than Table B,Table B is deeper than Table A
3/23/2019 10:22:52,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 10:24:51,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 10:26:38,Table A is shallower than Table B,Table B is longer than Table A
3/23/2019 10:27:06,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 10:28:06,Table A is fatter than table B,Take B is skinnier than Table A
3/23/2019 10:28:19,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 10:29:08,Table A is wider than Table B,Table B is taller than Table A
3/23/2019 10:30:03,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 10:30:35,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 10:30:43,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 10:31:10,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 10:31:11,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 10:32:34,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 10:42:26,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 10:43:18,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 10:46:34,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 10:46:42,Table A is wider than Table B,Table B is taller than Table A
3/23/2019 10:50:42,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 10:51:48,Table A is wider than Table B,Table B is taller than Table A
3/23/2019 10:52:38,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 10:52:43,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 10:53:16,Table A is wider than Table B,worse
3/23/2019 10:55:23,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 10:56:07,Table A is shallower than Table B,Table B is deeper than Table A
3/23/2019 11:01:22,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 11:03:58,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 11:05:23,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 11:08:02,Table A is shallower than Table B,Table B is deeper than Table A
3/23/2019 11:10:15,Table A is shorter than Table B,Table B is taller than Table A
3/23/2019 11:13:17,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 11:14:15,Table A is wider than Table B,Table B is narrower than Table A
3/23/2019 11:14:30,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 11:16:26,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 11:16:36,Table A is fatter than Table B,Table B is skinnier than Table A.
3/23/2019 11:17:34,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 11:19:36,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 11:20:14,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 11:21:43,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 11:21:51,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 11:26:23,"table A is of 2 dimensions, while B is of 1 in category",NA
3/23/2019 11:26:29,Table A is wider than Table B,Table B is narrower than Table A
3/23/2019 11:29:16,Table A is shorter than Table B,Table B is longer than Table A
3/23/2019 11:29:55,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 11:31:07,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 11:32:00,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 11:33:29,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 11:40:42,Table A is wider than Table B,Table B is narrower than Table A
3/23/2019 11:41:01,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 11:43:26,Table A is shallower than Table B,Table B is deeper than Table A
3/23/2019 11:45:52,Table A is wider than Table B,Table B is longer than Table A
3/23/2019 11:47:38,Table A is shorter than Table B,Table B is taller than Table A
